"Name","Match","EXTRACT","New","Revision","Ticker","Obsolete Date","Obsolete Month","Obsolete Year","Inception Date...4","Inception Month","Inception Year","Obsolete Type","US Category Group","Firm Name","Inception Date...8","Net Assets Date","Net Assets - Share Class USD","Share Class Type","Index Fund","Estimated Share Class Net Flow (Yearly) Year2015 USD","Estimated Share Class Net Flow (Yearly) Year2016 USD","Estimated Share Class Net Flow (Yearly) Year2017 USD","Estimated Share Class Net Flow (Yearly) Year2018 USD","Estimated Share Class Net Flow (Yearly) Year2019 USD","Annual Report Net Expense Ratio Year2015","Annual Report Net Expense Ratio Year2016","Annual Report Net Expense Ratio Year2017","Annual Report Net Expense Ratio Year2018","Annual Report Net Expense Ratio Year2019","Inception Date","Same_Year"
"DWS Total Return Bond R",TRUE," R","R","R","SZIRX",NA,NA,NA,2017-10-30,10,2017,NA,"Taxable Bond","DWS",2017-10-30,2020-01-21,288567,"Retirement","No",NA,NA,NA,-121960.917,11618.808,NA,NA,NA,1.09,1.09,NA,NA
"Principal Blue Chip R3",TRUE," R3","R3","R3","PGBEX",NA,NA,NA,2016-03-29,3,2016,NA,"U.S. Equity","Principal Funds",2016-03-29,2020-01-21,6935561,"Retirement","No",NA,16019.898,208162.045,-1555165.966,-1807868.146,NA,1.26,1.25,1.24,1.15,NA,NA
"Virtus Growth Allocation Strategy I{mg}",TRUE," I{mg}","I","Instl",NA,2017-07-14,7,2017,2017-06-01,6,2017,"Merged",NA,"Virtus",2017-06-01,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-01,1
"Virtus Seix Virginia Interm Muni Bd T",TRUE," T","T","T",NA,2019-04-26,4,2019,2017-06-01,6,2017,"Liquidated","Municipal Bond","Virtus",2017-06-01,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-01,0
"MFS Blended Research Intl Eq R2",TRUE," R2","R2","R2","BRXSX",NA,NA,NA,2015-09-15,9,2015,NA,"International Equity","MFS",2015-09-15,2020-01-21,165176,"Retirement","No",50017.831,-35.25,157.978,117095.037,-14449.679,NA,1.13,1.14,1.14,1.14,NA,NA
"MFS Blended Research Em Mkts Eq R4",TRUE," R4","R4","R4","BRKUX",NA,NA,NA,2015-09-15,9,2015,NA,"International Equity","MFS",2015-09-15,2020-01-21,99850,"Retirement","No",50235.47,69.026,342.674,12350.581,9154.654,NA,0.97,0.99,0.99,0.99,NA,NA
"MFS Blended Research Growth Eq A",TRUE," A","A","A","BRWAX",NA,NA,NA,2015-09-15,9,2015,NA,"U.S. Equity","MFS",2015-09-15,2020-01-21,57499961,"A","No",113032.997,558312.378,50920248.337,-5825026.261,-3092176.241,NA,0.69,0.74,0.74,0.74,NA,NA
"MFS Blended Research Value Equity C",TRUE," C","C","C","BRUGX",NA,NA,NA,2015-09-15,9,2015,NA,"U.S. Equity","MFS",2015-09-15,2020-01-21,543120,"C","No",126164.639,278803.855,22545.233,-94627.975,57781.799,NA,1.46,1.49,1.49,1.49,NA,NA
"Brandes Small Cap Value A",TRUE," A","A","A","BSCAX",NA,NA,NA,2018-01-02,1,2018,NA,"U.S. Equity","Brandes",2018-01-02,2020-01-21,7893,"A","No",NA,NA,NA,18624.723,-10651.1,NA,NA,NA,1.15,1.15,NA,NA
"Nationwide Amundi Strat Inc A LW",TRUE," A LW","A","A","NWXEX.lw",2016-11-30,11,2016,2015-11-02,11,2015,"Liquidated","Taxable Bond","Nationwide",2015-11-02,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-02,0
"Multi-Manager Growth Strategies Inst",TRUE," Inst","Inst","Instl","CZMGX",NA,NA,NA,2017-01-03,1,2017,NA,"U.S. Equity","Columbia",2017-01-03,2020-01-21,2419907161,"Inst","No",NA,NA,2240139660.459,-900108620.135,11757580.785,NA,NA,0.89,0.85,0.88,NA,NA
"MainStay Epoch Global Equity Yield R3",TRUE," R3","R3","R3","EPSHX",NA,NA,NA,2016-02-29,2,2016,NA,"International Equity","MainStay",2016-02-29,2020-01-21,601671,"Retirement","No",NA,28908.541,447359.291,217520.127,-187130.2,NA,1.45,1.5,1.52,1.49,NA,NA
"TIAA-CREF Emerging Markets Eq Idx W",TRUE," W","W","W","TENWX",NA,NA,NA,2018-09-28,9,2018,NA,"International Equity","TIAA Investments",2018-09-28,2020-01-21,1664118330,"Other","Yes",NA,NA,NA,932430636.383,484076890.931,NA,NA,NA,0,0,NA,NA
"Great-West Emerging Markets Equity L",TRUE," L","L","L","MXEKX",NA,NA,NA,2018-01-05,1,2018,NA,"International Equity","Great-West Funds",2018-01-05,2020-01-21,69146858,"Other","No",NA,NA,NA,85359.852,59862912.105,NA,NA,NA,1.48,NA,NA,NA
"American Beacon GLG Total Return Ultra",TRUE," Ultra","Ultra","Ultra","GLGUX",NA,NA,NA,2016-05-20,5,2016,NA,"Taxable Bond","American Beacon",2016-05-20,2020-01-21,18307460,"Other","No",NA,64735822.577,667809176.331,-249691569.882,-450092024.69,NA,NA,0.95,0.95,0.95,NA,NA
"MainStay MacKay Infrastructure Bd R6",TRUE," R6","R6","R6","MGVDX",NA,NA,NA,2019-11-01,11,2019,NA,"Taxable Bond","MainStay",2019-11-01,2020-01-21,147815913,"Retirement","No",NA,NA,NA,NA,144701181.049,NA,NA,NA,NA,NA,NA,NA
"Columbia Contrarian Asia Pacific Inst3",TRUE," Inst3","Inst3","Inst3","CAPYX",NA,NA,NA,2017-03-01,3,2017,NA,"International Equity","Columbia",2017-03-01,2020-01-21,14237084,"Inst","No",NA,NA,1286949.602,-2741899.58,-457761.371,NA,NA,1.18,1.19,1.13,NA,NA
"CBOE Vest Alternative Income Inv",TRUE," Inv","Inv","Investor",NA,2018-10-30,10,2018,2016-11-22,11,2016,"Liquidated","Alternative","CBOE Vest",2016-11-22,2018-10-30,735402,"Inv","Yes",NA,NA,6556318.722,NA,NA,NA,NA,1.5,NA,NA,2016-11-22,0
"Morgan Stanley Instl Glbl Concntr A LW",TRUE," A LW","A","A","MLNAX.lw",2016-11-30,11,2016,2016-05-27,5,2016,"Liquidated","International Equity","Morgan Stanley",2016-05-27,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-27,1
"Morgan Stanley Instl US Core A LW",TRUE," A LW","A","A","MUOAX.lw",2016-11-30,11,2016,2016-05-27,5,2016,"Liquidated","U.S. Equity","Morgan Stanley",2016-05-27,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-27,1
"MFS Prudent Investor B",TRUE," B","B","B","FPPDX",NA,NA,NA,2018-01-18,1,2018,NA,"Allocation","MFS",2018-01-18,2020-01-21,68686,"B","No",NA,NA,NA,52482.204,9543.805,NA,NA,NA,1.96,1.96,NA,NA
"TIAA-CREF Social Choice LwCrbn Eq Retl",TRUE," Retl","Retl","Retl","TLWCX",NA,NA,NA,2015-08-07,8,2015,NA,"U.S. Equity","TIAA Investments",2015-08-07,2020-01-21,18931772,"Other","No",2033211.682,490902.38,5288416.12,2955098.673,2524153.398,0.71,0.65,0.67,0.64,0.64,NA,NA
"Meeder Spectrum Institutional",TRUE," Institutional","Institutional","Instl","SRUIX",NA,NA,NA,2016-10-31,10,2016,NA,"Alternative","Meeder Funds",2016-10-31,2020-01-21,148100000,"Inst","No",NA,477434.676,74726466.036,39004168.211,12604019.665,NA,1.38,1.45,1.33,NA,NA,NA
"DFA Targeted Credit Institutional",TRUE," Institutional","Institutional","Instl","DTCPX",NA,NA,NA,2015-05-20,5,2015,NA,"Taxable Bond","Dimensional Fund Advisors",2015-05-20,2020-01-21,792155370,"Inst","No",237986928.256,148665940.882,146246766.328,107579458.127,88273352.047,0.2,0.2,0.2,0.2,0.2,NA,NA
"Invesco New York Tax Free Income R6",TRUE," R6","R6","R6","VNYSX",NA,NA,NA,2017-04-04,4,2017,NA,"Municipal Bond","Invesco",2017-04-04,2020-01-21,2090220,"Other","No",NA,NA,9844.077,1460910.09,502426.833,NA,NA,NA,1.06,0.88,NA,NA
"Ivy International Small Cap N",TRUE," N","N","N","IVJRX",NA,NA,NA,2017-01-10,1,2017,NA,"International Equity","Ivy Funds",2017-01-10,2019-12-31,74955744,"N","No",NA,NA,93123827.458,-7651389.731,-13301951.376,NA,NA,1.15,1.13,0.99,NA,NA
"Quantified STF Investor",TRUE," Investor","Investor","Investor","QSTFX",NA,NA,NA,2015-11-13,11,2015,NA,"Allocation","Advisors Preferred",2015-11-13,2020-01-21,64974382,"Inv","No",57577460.921,32566094.744,13563082.751,-17188703.681,-30213278.633,NA,1.69,1.66,1.66,1.67,NA,NA
"Harbor Diversified Intl All Cp Admin",TRUE," Admin","Admin","Admin","HRIDX",NA,NA,NA,2015-11-02,11,2015,NA,"International Equity","Harbor",2015-11-02,2020-01-21,7333399,"Other","No",249939.938,2918.884,11030.357,6237183.462,322933.237,NA,1.1,1.1,1.06,1.01,NA,NA
"PIMCO Gurtin Ntnl Muni Interm Val Instl",TRUE," Instl","Instl","Instl","GNMVX",NA,NA,NA,2015-12-01,12,2015,NA,"Municipal Bond","PIMCO",2015-12-01,2019-12-31,171053016,"Inst","No",18038865,144479015.78,55923301.018,-70572212.238,11389797.086,NA,0.39,0.39,0.39,0.39,NA,NA
"Index Funds S&P 500® Equal Weight NoLoad",TRUE," NoLoad","NoLoad","NoLoad","INDEX",NA,NA,NA,2015-04-30,4,2015,NA,"U.S. Equity","Index Funds",2015-04-30,2020-01-21,51385501,"No Load","Yes",3139199.164,4575679.178,15274722.958,9090227.526,7641384.451,NA,0.3,0.27,0.25,0.25,NA,NA
"MFS Blended Research Intl Eq I",TRUE," I","I","Instl","BRXIX",NA,NA,NA,2015-09-15,9,2015,NA,"International Equity","MFS",2015-09-15,2020-01-21,2380919,"Inst","No",50023.578,698872.43,387558.135,379341.761,-15368.089,NA,0.64,0.64,0.64,0.64,NA,NA
"MFS Blended Research Em Mkts Eq A",TRUE," A","A","A","BRKAX",NA,NA,NA,2015-09-15,9,2015,NA,"International Equity","MFS",2015-09-15,2020-01-21,6343099,"A","No",54151.168,1075503.633,5106131.283,-556761.995,-29537.714,NA,1.24,1.23,1.23,1.24,NA,NA
"MFS Blended Research Value Equity A",TRUE," A","A","A","BRUDX",NA,NA,NA,2015-09-15,9,2015,NA,"U.S. Equity","MFS",2015-09-15,2020-01-21,55655266,"A","No",494888.252,206219.204,50451127.093,-1074349.334,-2953681.752,NA,0.71,0.74,0.74,0.74,NA,NA
"MFS Blended Research Global Eq B",TRUE," B","B","B","BRLBX",NA,NA,NA,2015-09-15,9,2015,NA,"International Equity","MFS",2015-09-15,2020-01-21,110345,"B","No",50254.282,42.937,7053.363,7504.615,17702.486,NA,1.61,1.64,1.64,1.64,NA,NA
"Catalyst/Millburn Hedge Strategy A LW",TRUE," A LW","A","A","MBXAX.lw",2016-11-30,11,2016,2015-12-28,12,2015,"Liquidated","Alternative","Catalyst Mutual Funds",2015-12-28,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,2.24,NA,NA,NA,2015-12-28,0
"Lord Abbett Core Fixed Income R4",TRUE," R4","R4","R4","LCRSX",NA,NA,NA,2015-06-30,6,2015,NA,"Taxable Bond","Lord Abbett",2015-06-30,2020-01-21,8047128,"Retirement","No",9996.379,819948.15,6191905.63,-1010426.692,1166053.804,0.69,0.71,0.72,0.67,NA,NA,NA
"American Funds Emerging Markets Bd A",TRUE," A","A","A","EBNAX",NA,NA,NA,2016-04-22,4,2016,NA,"Taxable Bond","American Funds",2016-04-22,2020-01-21,381618981,"A","No",NA,NA,136244536.302,100049919.012,66233897.802,NA,0.93,1.01,1.01,NA,NA,NA
"VY® Baron Growth R6",TRUE," R6","R6","R6","VYRBX",NA,NA,NA,2016-05-02,5,2016,NA,"U.S. Equity","Voya",2016-05-02,2020-01-21,35610180,"Retirement","No",NA,878550.425,10230390.061,4347087.243,12965892.748,NA,0.98,0.99,0.99,NA,NA,NA
"PIMCO RAE Emerging Markets C",TRUE," C","C","C",NA,2018-10-31,10,2018,2015-06-05,6,2015,"Liquidated","International Equity","PIMCO",2015-06-05,2018-09-28,1313740,"C","No",30949.125,311760.303,1660302.73,NA,NA,1.85,1.86,1.85,1.86,NA,2015-06-05,0
"Matrix Advisors Dividend",TRUE," Dividend","Dividend","Dividend","MADFX",NA,NA,NA,2016-10-13,10,2016,NA,"U.S. Equity","Matrix Advisors Funds Trust",2016-10-13,2020-01-21,18002628,"Other","No",NA,5364755.193,2045470.656,4301112.982,2330059.269,NA,NA,0.9,0.9,0.9,NA,NA
"American Funds Growth Fund of Amer R5E",TRUE," R5E","R5E","R5E","RGAHX",NA,NA,NA,2015-11-20,11,2015,NA,"U.S. Equity","American Funds",2015-11-20,2020-01-21,839409435,"Retirement","No",9174.6,16548890.583,26219111.698,405356612.485,214124705.196,NA,0.56,0.47,0.45,0.46,NA,NA
"Strategic Advisers® Tx-Snstv Shrt Dur",TRUE," Dur","Dur","Dur","FGNSX",NA,NA,NA,2017-12-28,12,2017,NA,"Municipal Bond","Fidelity Investments",2017-12-28,2019-12-31,3471577898,"Other","No",NA,NA,3999926,3202787720.531,183979146.758,NA,NA,NA,0.26,0.12,NA,NA
"JHancock Diversified Macro NAV",TRUE," NAV","NAV","NAV",NA,NA,NA,NA,2019-07-29,7,2019,NA,"Alternative","John Hancock",2019-07-29,2020-01-21,213425468,"Other","No",NA,NA,NA,NA,214752106.118,NA,NA,NA,NA,1.33,NA,NA
"Crow Point Alternative Income Instl",TRUE," Instl","Instl","Instl","AIIFX",NA,NA,NA,2019-02-13,2,2019,NA,"Taxable Bond","Crow Point",2019-02-13,2020-01-21,43955,"Inst","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virtus SGA Global Growth A {mg}",TRUE," A {mg}","A","A",NA,2019-05-07,5,2019,2019-01-30,1,2019,"Merged","International Equity","Virtus",2019-01-30,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-30,1
"Harbor Focused International Instl",TRUE," Instl","Instl","Instl","HNFSX",NA,NA,NA,2019-06-03,6,2019,NA,"International Equity","Harbor",2019-06-03,2020-01-21,14830449,"Inst","No",NA,NA,NA,NA,12970129.777,NA,NA,NA,NA,0.85,NA,NA
"State Street China Equity Select K",TRUE," K","K","K","SCSLX",NA,NA,NA,2019-05-28,5,2019,NA,"International Equity","State Street Global Advisors",2019-05-28,2020-01-21,6020284,"Other","No",NA,NA,NA,NA,4944066.946,NA,NA,NA,NA,NA,NA,NA
"American Beacon Tocqueville Intl Val Y",TRUE," Y","Y","Y","TOVYX",NA,NA,NA,2019-01-18,1,2019,NA,"International Equity","American Beacon",2019-01-18,2020-01-21,225647249,"Inst","No",NA,NA,NA,NA,231687082.392,NA,NA,NA,NA,0.98,NA,NA
"Baillie Gifford Intl Smlr Coms K",TRUE," K","K","K","BICKX",NA,NA,NA,2018-12-19,12,2018,NA,"International Equity","Baillie Gifford Funds",2018-12-19,2020-01-21,634499,"Other","No",NA,NA,NA,497341,1642.814,NA,NA,NA,0.9,NA,NA,NA
"Fuller & Thaler Behavioral Sm-Cp Gr A",TRUE," A","A","A","FTXAX",NA,NA,NA,2018-12-19,12,2018,NA,"U.S. Equity","Fuller & Thaler",2018-12-19,2020-01-21,4704,"A","No",NA,NA,NA,2058,1987.453,NA,NA,NA,NA,1.3,NA,NA
"Morgan Stanley Ultr-Shrt Muncpl Inc IR",TRUE," IR","IR","IR","MULMX",NA,NA,NA,2018-12-20,12,2018,NA,"Municipal Bond","Morgan Stanley",2018-12-20,2020-01-21,59184895,"Other","No",NA,NA,NA,14992082,39397130.85,NA,NA,NA,NA,0.13,NA,NA
"Glenmede Alternative Risk Premia",TRUE," Premia","Premia","Premia","GLARX",NA,NA,NA,2018-12-20,12,2018,NA,"Alternative","Glenmede",2018-12-20,2020-01-21,5657482,"Other","No",NA,NA,NA,2014443,3504019.52,NA,NA,NA,NA,1.92,NA,NA
"Artisan International Small-Mid Advisor",TRUE," Advisor","Advisor","Advisor","APDJX",NA,NA,NA,2018-12-04,12,2018,NA,"International Equity","Artisan",2018-12-04,2019-12-31,641269326,"Adv","No",NA,NA,NA,53669166,508283386.181,NA,NA,NA,NA,1.25,NA,NA
"Columbia Overseas Core A",TRUE," A","A","A","COSAX",NA,NA,NA,2018-03-05,3,2018,NA,"International Equity","Columbia",2018-03-05,2020-01-21,268568,"A","No",NA,NA,NA,20858.551,221239.019,NA,NA,NA,NA,1.28,NA,NA
"American Funds Corporate Bond 529C",TRUE," 529C","529C","529C","COBCX",NA,NA,NA,2016-07-29,7,2016,NA,"Taxable Bond","American Funds",2016-07-29,2020-01-21,6679160,"C","No",NA,1120840.92,2363644.651,1453662.671,1382276.939,NA,NA,1.69,1.74,1.74,NA,NA
"Goldman Sachs Global Infras A LW",TRUE," A LW","A","A","GGIAX.lw",2016-11-30,11,2016,2016-06-27,6,2016,"Liquidated","Sector Equity","Goldman Sachs",2016-06-27,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-27,1
"Fuller & Thaler Behav Md-Cp Val R6",TRUE," R6","R6","R6","FTVZX",NA,NA,NA,2017-12-21,12,2017,NA,"U.S. Equity","Fuller & Thaler",2017-12-21,2020-01-21,2679174,"Retirement","No",NA,NA,3107700,-804329.797,-45001.312,NA,NA,NA,0.82,0.8,NA,NA
"American Beacon GarciaHmltnQual Bd Y",TRUE," Y","Y","Y","GHQYX",NA,NA,NA,2016-04-04,4,2016,NA,"Taxable Bond","American Beacon",2016-04-04,2020-01-21,17399913,"Inst","No",NA,3069828.273,-6467.922,10182202.614,3147381.927,NA,0.55,0.55,0.55,0.55,NA,NA
"BlackRock Impact Bond Institutional",TRUE," Institutional","Institutional","Instl","BIIIX",NA,NA,NA,2016-08-23,8,2016,NA,"Taxable Bond","BlackRock",2016-08-23,2020-01-21,27779649,"Inst","No",NA,19853043.726,4388812.94,-88568.776,2851316.273,NA,NA,0.44,0.4,0.41,NA,NA
"Morgan Stanley Instl Ultr-Shrt Inc IR",TRUE," IR","IR","IR","MULSX",NA,NA,NA,2016-04-28,4,2016,NA,"Taxable Bond","Morgan Stanley",2016-04-28,2020-01-21,5480525371,"Other","No",NA,152314796.001,1508816941.633,888952971.95,2144914808.832,NA,0.18,0.22,0.23,0.24,NA,NA
"Schroder Short Duration Bond Investor",TRUE," Investor","Investor","Investor",NA,2019-12-30,12,2019,2015-08-26,8,2015,"Liquidated","Taxable Bond","Schroder",2015-08-26,2019-12-27,106981,"Inv","No",997072.534,-8964.058,-900562.567,584.759,-106419.721,0.54,0.49,0.39,2.02,0.32,2015-08-26,0
"Morgan Stanley Inst Glbl MltiAsst Inc A",TRUE," A","A","A",NA,2019-09-27,9,2019,2015-04-30,4,2015,"Liquidated","Allocation","Morgan Stanley",2015-04-30,2019-09-27,10286,"A","No",45655.799,25232.217,-18.325,-38149.071,NA,1.26,1.26,1.27,1.28,NA,2015-04-30,0
"ACM Dynamic Opportunity I",TRUE," I","I","Instl","ADOIX",NA,NA,NA,2015-01-20,1,2015,NA,"Alternative","ACM",2015-01-20,2020-01-21,73093940,"Inst","No",22333518.02,-2050881.465,38126206.769,17366866.842,-9067978.373,2.16,1.88,1.85,1.79,NA,NA,NA
"Transamerica Global Equity Advisor",TRUE," Advisor","Advisor","Advisor",NA,2019-02-15,2,2019,2016-12-16,12,2016,"Liquidated","International Equity","Transamerica",2016-12-16,2019-02-19,0,"Adv","No",NA,9998,67.915,8.966,NA,NA,NA,1.1,1.1,NA,2016-12-16,0
"Transamerica International Equity Adv",TRUE," Adv","Adv","Advisor",NA,2019-02-15,2,2019,2016-12-16,12,2016,"Liquidated","International Equity","Transamerica",2016-12-16,2019-02-19,2,"Adv","No",NA,10000,488806.109,1964114.024,NA,NA,NA,0.99,0.99,NA,2016-12-16,0
"JHancock International Growth R6",TRUE," R6","R6","R6","JIGTX",NA,NA,NA,2015-03-27,3,2015,NA,"International Equity","John Hancock",2015-03-27,2020-01-21,1923681171,"Retirement","No",1793169.786,38202911.502,1385389039.201,516160882.86,-207865594.455,NA,0.95,0.9,0.88,0.88,NA,NA
"Delaware Asia Select A",TRUE," A","A","A",NA,2017-10-27,10,2017,2015-12-21,12,2015,"Liquidated","International Equity","Delaware Funds by Macquarie",2015-12-21,2017-10-27,204950,"A","No",4994,216083.897,NA,NA,NA,NA,1.55,NA,NA,NA,2015-12-21,0
"Wells Fargo International Equity R6",TRUE," R6","R6","R6","WFEHX",NA,NA,NA,2015-09-30,9,2015,NA,"International Equity","Wells Fargo Funds",2015-09-30,2020-01-21,38551997,"Retirement","No",25134.176,22633328.318,39748265.459,-23764716.718,-1017257.678,0.88,0.85,0.84,0.84,0.81,NA,NA
"Green Square Equity Income Institutional",TRUE," Institutional","Institutional","Instl",NA,2017-04-13,4,2017,2016-12-01,12,2016,"Liquidated","U.S. Equity","Green Square Asset Management",2016-12-01,2017-04-13,101282,"Inst","No",NA,101901,NA,NA,NA,NA,NA,NA,NA,NA,2016-12-01,0
"Hartford Global Impact C",TRUE," C","C","C","HGXCX",NA,NA,NA,2017-02-28,2,2017,NA,"International Equity","Hartford Mutual Funds",2017-02-28,2020-01-21,2716089,"C","No",NA,NA,NA,30350.508,-174755.595,NA,NA,2,1.64,1.6,NA,NA
"Alger Capital Appreciation Instl Z-2",TRUE," Z-2","Z2","Z2","ACIZX",NA,NA,NA,2016-10-14,10,2016,NA,"U.S. Equity","Alger",2016-10-14,2020-01-21,514837098,"Inst","No",NA,212837955.548,138291866.566,-24107890.707,-52518111.954,NA,0.95,0.84,0.82,0.83,NA,NA
"Wells Fargo Low Volatility US Eq R",TRUE," R","R","R",NA,2017-11-13,11,2017,2016-10-31,10,2016,"Liquidated","U.S. Equity","Wells Fargo Funds",2016-10-31,2017-11-13,114149,"Retirement","No",NA,105055,-114086.813,NA,NA,NA,NA,1.08,NA,NA,2016-10-31,0
"Cullen Enhanced Equity Income Retail",TRUE," Retail","Retail","Retail","ENHRX",NA,NA,NA,2015-12-15,12,2015,NA,"Alternative","Cullen Funds Trust",2015-12-15,2020-01-21,2282786,"Adv","No",499991,493870.831,1749442.667,-829063.497,442514.603,NA,1,1,1,1,NA,NA
"Alger Emerging Markets Y-2",TRUE," Y-2","Y2","Y2",NA,2018-10-26,10,2018,2016-05-09,5,2016,"Liquidated","International Equity","Alger",2016-05-09,2018-10-25,115834,"Inst","No",NA,102386.07,644.348,NA,NA,NA,0.99,0.99,NA,NA,2016-05-09,0
"Horizon Defensive Multi-Factor Investor",TRUE," Investor","Investor","Investor","USRAX",NA,NA,NA,2019-06-26,6,2019,NA,"Allocation","Horizon Investments",2019-06-26,2020-01-21,92789008,"Inv","No",NA,NA,NA,NA,86803113.848,NA,NA,NA,NA,NA,NA,NA
"Lord Abbett Focused Small Cap Value R5",TRUE," R5","R5","R5","LMVVX",NA,NA,NA,2019-06-28,6,2019,NA,"U.S. Equity","Lord Abbett",2019-06-28,2020-01-21,10582,"Retirement","No",NA,NA,NA,NA,10120.9,NA,NA,NA,NA,0.95,NA,NA
"Russell Tax-Managed Real Assets A",TRUE," A","A","A","RTXAX",NA,NA,NA,2019-06-10,6,2019,NA,"Allocation","Russell",2019-06-10,2020-01-21,1145218,"A","No",NA,NA,NA,NA,952300.058,NA,NA,NA,NA,1.3,NA,NA
"Rydex Dow Jones Industrial Average® A LW",TRUE," A LW","A","A","RYDAX.lw",2016-11-30,11,2016,2015-12-01,12,2015,"Liquidated","U.S. Equity","Rydex Funds",2015-12-01,NA,NA,"Load Waived","Yes",NA,NA,NA,NA,NA,NA,1.55,NA,NA,NA,2015-12-01,0
"American Funds Strategic Bond F-1",TRUE," F-1","F1","F1","ANBEX",NA,NA,NA,2016-03-18,3,2016,NA,"Taxable Bond","American Funds",2016-03-18,2020-01-21,12902702,"Other","No",NA,NA,7205620.442,-2307686.223,4374732.797,NA,1.05,1.05,1.06,NA,NA,NA
"Virtus Silvant Large-Cap Gr Stk A{mg}",TRUE," A{mg}","A","A",NA,2017-07-14,7,2017,2017-06-01,6,2017,"Merged",NA,"Virtus",2017-06-01,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-01,1
"BlackRock LifePath® Index 2040 Inv P",TRUE," P","P","P","LIKPX",NA,NA,NA,2018-08-06,8,2018,NA,"Allocation","BlackRock",2018-08-06,2020-01-21,1519588292,"Other","No",NA,NA,NA,-53782111.435,-104069964.472,NA,NA,NA,0.37,NA,NA,NA
"AXS Aspect Core Divers Strat Cl I{mg}",TRUE," I{mg}","I","Instl",NA,2019-11-08,11,2019,2019-09-18,9,2019,"Merged",NA,"AXS",2019-09-18,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-18,1
"AXS Alternative Growth A{mg}",TRUE," A{mg}","A","A",NA,2019-11-08,11,2019,2019-09-18,9,2019,"Merged",NA,"AXS",2019-09-18,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-18,1
"Franklin CT Tax-Free Income A",TRUE," A","A","A","FQCTX",NA,NA,NA,2018-09-10,9,2018,NA,"Municipal Bond","Franklin Templeton Investments",2018-09-10,2019-12-31,20242318,"A","No",NA,NA,NA,12146119.962,7377521.079,NA,NA,NA,NA,0.8694,NA,NA
"Franklin MA Tax-Free Income A",TRUE," A","A","A","FMAQX",NA,NA,NA,2018-09-10,9,2018,NA,"Municipal Bond","Franklin Templeton Investments",2018-09-10,2019-12-31,40606966,"A","No",NA,NA,NA,16886925.22,22162868.04,NA,NA,NA,NA,0.86,NA,NA
"T. Rowe Price Dynamic Credit",TRUE," Credit","Credit","Credit","RPIDX",NA,NA,NA,2019-01-10,1,2019,NA,"Taxable Bond","T. Rowe Price",2019-01-10,2020-01-21,28221056,"Other","No",NA,NA,NA,NA,27471234.632,NA,NA,NA,NA,NA,NA,NA
"iShares Developed Real Estate Idx K",TRUE," K","K","K","BKRDX",NA,NA,NA,2015-08-13,8,2015,NA,"Sector Equity","BlackRock",2015-08-13,2020-01-21,1704128191,"Retirement","Yes",4584932.306,833439482.547,600689283.897,895256381.243,-1155982923.976,NA,0.24,0.19,0.17,0.14,NA,NA
"FS Global Macro A",TRUE," A","A","A","FGMCX",NA,NA,NA,2018-12-31,12,2018,NA,"Alternative","FS Investments",2018-12-31,2020-01-21,24958,"A","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Innovative Preferred Plus I",TRUE," I","I","Instl","IPPPX",NA,NA,NA,2018-12-24,12,2018,NA,"Taxable Bond","Innovative",2018-12-24,2020-01-21,10643552,"Inst","No",NA,NA,NA,50112,10088731.118,NA,NA,NA,NA,1.56,NA,NA
"Transamerica Small Cap Core Advisor",TRUE," Advisor","Advisor","Advisor",NA,2019-02-15,2,2019,2016-12-16,12,2016,"Liquidated","U.S. Equity","Transamerica",2016-12-16,2019-02-15,10594,"Adv","No",NA,10000,3.872,-3.058,NA,NA,NA,1.05,1.05,NA,2016-12-16,0
"DWS CROCI US S",TRUE," S","S","S","DCUSX",NA,NA,NA,2015-04-10,4,2015,NA,"U.S. Equity","DWS",2015-04-10,2020-01-21,697485449,"S","No",317757.759,-22810467.043,-78693351.962,-66383464.593,-64577112.558,0.84,0.91,0.67,0.67,0.67,NA,NA
"Principal Street High Inc Muncpl Instl",TRUE," Instl","Instl","Instl","GSTAX",NA,NA,NA,2017-09-15,9,2017,NA,"Municipal Bond","Green Square Asset Management",2017-09-15,2020-01-21,173355230,"Inst","No",NA,NA,46120386.968,31809632.565,79081256.907,NA,NA,NA,0.73,0.74,NA,NA
